Id,SalePrice
1605,249570.06
1606,171897.08
1607,172762.88
1608,214809.56
1609,193602.61
1610,169683.5
1611,138933.14
1612,167826.97
1613,172400.75
1614,124497.77
1615,86392.2
1616,71409.484
1617,87112.2
1618,124412.195
1619,140840.48
1620,167279.27
1621,144002.27
1622,144874.56
1623,287514.34
1624,220035.31
1625,124343.89
1626,165424.28
1627,190651.28
1628,275900.22
1629,178926.14
1630,331983.25
1631,221939.4
1632,245285.83
1633,170625.08
1634,189470.66
1635,180060.03
1636,162874.9
1637,197314.55
1638,197506.8
1639,182192.78
1640,257834.81
1641,181623.2
1642,224080.25
1643,233458.95
1644,231749.61
1645,189238.4
1646,159610.42
1647,154236.33
1648,135668.56
1649,146256.64
1650,122685.0
1651,119644.16
1652,94541.42
1653,96445.47
1654,151683.61
1655,150144.16
1656,144154.81
1657,152422.8
1658,147624.98
1659,139620.38
1660,158934.64
1661,469438.8
1662,398322.62
1663,377829.12
1664,402582.5
1665,313161.7
1666,332643.44
1667,388456.97
1668,334645.5
1669,298726.06
1670,346010.6
1671,262544.34
1672,533061.6
1673,294970.38
1674,253612.31
1675,193317.23
1676,191483.5
1677,222934.78
1678,511749.22
1679,423982.12
1680,341326.1
1681,245025.02
1682,299553.1
1683,180707.83
1684,167990.03
1685,172909.42
1686,166319.69
1687,168800.0
1688,190317.55
1689,190787.23
1690,185583.08
1691,176781.45
1692,263309.1
1693,169849.69
1694,186142.55
1695,168263.38
1696,277767.28
1697,171984.88
1698,366712.7
1699,327257.3
1700,248487.39
1701,258264.66
1702,248307.56
1703,260392.66
1704,292972.72
1705,235084.36
1706,446259.28
1707,227086.44
1708,216501.66
1709,264156.06
1710,222056.3
1711,263043.7
1712,239883.39
1713,272945.75
1714,218871.75
1715,208631.48
1716,192051.44
1717,168410.47
1718,132596.08
1719,201569.8
1720,244490.22
1721,165320.61
1722,121397.02
1723,158121.75
1724,211592.47
1725,234396.55
1726,186528.02
1727,165307.62
1728,182660.44
1729,168703.86
1730,161492.64
1731,115610.23
1732,131641.02
1733,114426.35
1734,119859.66
1735,134779.11
1736,117049.3
1737,332327.34
1738,221359.5
1739,295093.22
1740,224250.14
1741,188683.64
1742,172172.31
1743,177201.23
1744,303908.8
1745,225645.58
1746,214740.61
1747,213698.42
1748,219692.8
1749,157540.58
1750,133138.77
1751,229244.45
1752,122397.34
1753,139633.28
1754,193266.0
1755,167595.45
1756,130208.805
1757,117438.02
1758,152450.1
1759,161795.33
1760,162024.97
1761,136746.89
1762,168914.81
1763,167787.11
1764,112512.87
1765,170475.47
1766,173421.39
1767,209796.95
1768,143394.62
1769,172092.98
1770,148136.36
1771,134865.52
1772,141479.83
1773,141832.58
1774,113669.94
1775,138699.6
1776,120208.39
1777,119971.05
1778,135795.05
1779,118368.14
1780,176557.92
1781,129338.2
1782,92363.46
1783,139812.9
1784,113951.26
1785,120522.3
1786,136885.53
1787,168917.6
1788,59555.184
1789,98370.72
1790,79396.664
1791,182382.4
1792,161807.38
1793,129868.99
1794,143197.73
1795,138774.1
1796,130203.63
1797,124160.53
1798,127233.87
1799,118104.445
1800,138338.19
1801,133413.44
1802,132173.17
1803,143531.58
1804,145061.73
1805,133747.05
1806,118092.336
1807,131111.66
1808,118741.34
1809,125903.8
1810,150051.97
1811,102192.93
1812,99118.016
1813,119212.28
1814,95296.586
1815,54598.57
1816,101222.56
1817,112723.79
1818,143307.89
1819,122800.33
1820,62042.883
1821,118273.6
1822,152148.67
1823,46967.445
1824,144475.28
1825,139834.23
1826,101983.414
1827,99548.4
1828,134589.86
1829,101358.37
1830,139034.58
1831,149971.19
1832,99210.195
1833,138307.75
1834,130298.234
1835,139162.48
1836,132395.17
1837,104875.24
1838,128876.14
1839,96111.68
1840,176913.16
1841,148620.73
1842,81214.07
1843,133730.72
1844,133936.52
1845,140237.38
1846,155946.2
1847,163658.25
1848,54629.477
1849,117728.8
1850,118119.36
1851,156246.7
1852,126594.44
1853,136534.75
1854,171440.05
1855,155040.64
1856,224958.9
1857,171756.47
1858,139562.42
1859,119343.95
1860,155673.61
1861,118854.24
1862,321883.75
1863,300936.22
1864,300936.22
1865,331196.75
1866,343409.28
1867,231149.05
1868,298618.2
1869,205592.06
1870,230113.61
1871,253420.44
1872,168807.25
1873,238962.69
1874,143013.02
1875,201316.36
1876,199624.77
1877,215905.88
1878,205125.38
1879,137478.73
1880,135805.61
1881,227188.33
1882,249993.72
1883,199143.16
1884,209070.3
1885,256325.39
1886,305829.0
1887,208600.31
1888,264271.47
1889,166430.62
1890,127959.7
1891,140163.1
1892,100895.414
1893,134893.66
1894,126925.336
1895,139342.64
1896,124389.41
1897,120178.23
1898,111010.805
1899,156968.77
1900,144266.92
1901,175075.95
1902,145841.83
1903,215814.05
1904,143140.9
1905,189499.12
1906,169600.94
1907,204473.06
1908,114575.23
1909,134996.6
1910,122527.62
1911,198345.17
1912,311464.12
1913,144061.52
1914,62202.33
1915,350679.6
1916,68031.24
1917,262531.5
1918,142733.66
1919,169320.64
1920,153104.58
1921,434839.53
1922,322618.75
1923,207168.81
1924,214398.55
1925,212264.95
1926,406780.8
1927,136211.2
1928,154759.0
1929,127918.51
1930,140507.67
1931,143848.5
1932,146859.11
1933,180264.97
1934,180197.83
1935,180333.95
1936,194208.72
1937,182882.16
1938,170746.22
1939,247923.64
1940,185934.33
1941,175246.34
1942,187971.23
1943,200204.16
1944,338007.8
1945,396725.5
1946,155559.77
1947,341164.47
1948,172162.44
1949,242984.2
1950,182964.7
1951,253017.02
1952,214681.45
1953,169569.83
1954,188301.5
1955,123856.14
1956,287822.38
1957,160462.14
1958,320797.44
1959,137519.25
1960,115974.29
1961,120967.11
1962,97844.28
1963,105886.664
1964,112709.84
1965,143678.16
1966,143179.36
1967,294259.34
1968,496625.56
1969,417364.72
1970,462708.28
1971,423680.7
1972,377687.44
1973,257946.12
1974,325945.12
1975,485135.66
1976,274012.6
1977,361565.4
1978,386782.62
1979,331052.38
1980,195914.73
1981,343207.66
1982,238532.0
1983,207561.64
1984,163949.8
1985,219408.4
1986,208828.3
1987,182159.17
1988,176774.52
1989,191116.97
1990,214847.47
1991,241400.77
1992,217085.58
1993,164448.17
1994,237373.67
1995,181436.2
1996,252556.97
1997,324656.88
1998,342030.03
1999,268016.06
2000,301395.4
2001,268843.88
2002,251858.45
2003,261942.3
2004,269444.78
2005,217644.62
2006,233983.84
2007,254420.97
2008,211740.38
2009,198533.61
2010,184637.83
2011,136877.14
2012,173727.69
2013,182141.47
2014,185963.08
2015,195422.66
2016,200381.89
2017,198300.75
2018,126587.32
2019,133797.89
2020,112321.7
2021,113764.26
2022,173495.0
2023,143826.64
2024,248792.12
2025,372642.2
2026,172636.28
2027,158692.2
2028,147380.05
2029,173092.19
2030,274645.88
2031,244425.95
2032,257898.7
2033,255034.75
2034,164532.4
2035,209181.67
2036,177515.3
2037,185789.0
2038,299647.03
2039,219096.48
2040,350575.1
2041,275266.75
2042,200476.9
2043,169509.8
2044,169629.58
2045,215054.66
2046,134593.33
2047,144846.67
2048,134746.5
2049,138060.95
2050,178176.95
2051,110721.54
2052,130418.305
2053,146875.14
2054,83546.086
2055,156825.64
2056,142382.5
2057,116235.82
2058,232330.89
2059,134747.23
2060,166437.7
2061,170759.84
2062,134156.55
2063,115793.555
2064,143849.66
2065,125861.38
2066,166626.97
2067,130539.914
2068,126315.23
2069,83722.086
2070,104881.25
2071,103888.19
2072,119864.055
2073,139475.16
2074,180550.89
2075,147475.97
2076,115953.86
2077,156819.2
2078,128625.086
2079,133323.02
2080,116191.67
2081,123847.71
2082,139534.98
2083,142878.81
2084,113628.625
2085,126066.55
2086,139899.86
2087,116681.414
2088,99993.29
2089,75721.36
2090,132187.5
2091,117857.055
2092,119851.71
2093,127598.03
2094,124977.34
2095,151033.31
2096,78805.34
2097,96034.92
2098,146504.3
2099,64549.418
2100,100105.39
2101,116390.36
2102,135967.86
2103,105344.98
2104,126394.47
2105,133131.75
2106,68613.99
2107,214241.86
2108,113605.516
2109,109255.66
2110,136831.22
2111,149934.94
2112,137555.45
2113,120299.836
2114,111518.59
2115,156156.02
2116,112273.65
2117,154535.9
2118,120599.37
2119,107763.23
2120,116370.39
2121,114925.734
2122,96394.19
2123,85037.47
2124,161155.86
2125,118353.67
2126,145097.92
2127,151979.42
2128,133754.39
2129,105189.88
2130,148217.2
2131,148772.75
2132,112185.98
2133,120886.99
2134,119290.195
2135,96663.24
2136,81963.734
2137,116450.24
2138,133596.19
2139,150133.6
2140,140364.08
2141,139687.8
2142,132094.38
2143,146402.86
2144,119127.39
2145,134557.75
2146,157191.22
2147,144231.83
2148,132404.25
2149,149219.8
2150,223079.14
2151,115855.22
2152,176376.02
2153,162918.47
2154,110920.836
2155,141888.92
2156,273684.12
2157,237489.11
2158,234370.05
2159,204071.25
2160,169527.81
2161,243789.64
2162,424603.78
2163,349387.22
2164,246400.36
2165,192064.44
2166,147735.61
2167,211198.77
2168,206362.27
2169,193362.67
2170,220787.9
2171,144356.02
2172,130463.94
2173,156167.19
2174,228703.53
2175,299377.4
2176,340654.94
2177,249914.11
2178,210858.9
2179,145356.56
2180,224385.55
2181,193373.5
2182,219321.73
2183,200191.06
2184,129357.45
2185,120358.84
2186,143297.67
2187,157268.02
2188,154627.39
2189,174272.92
2190,80457.21
2191,79938.984
2192,98809.36
2193,97572.41
2194,101465.94
2195,115076.35
2196,99808.66
2197,118829.61
2198,158799.98
2199,171570.34
2200,145768.38
2201,138670.2
2202,202737.53
2203,149694.64
2204,196721.11
2205,114102.95
2206,147304.16
2207,221411.5
2208,247342.89
2209,212827.56
2210,120948.62
2211,112197.234
2212,112673.77
2213,99702.37
2214,143989.05
2215,99209.24
2216,144778.8
2217,82484.17
2218,82848.46
2219,71423.02
2220,68699.96
2221,354552.56
2222,268318.5
2223,286257.25
2224,214725.64
2225,125377.04
2226,195471.48
2227,201308.05
2228,270278.7
2229,249380.11
2230,169705.81
2231,218577.81
2232,182147.1
2233,177495.47
2234,248800.8
2235,227993.17
2236,281740.47
2237,370650.66
2238,206530.62
2239,112008.125
2240,159475.1
2241,165987.77
2242,125583.09
2243,125529.305
2244,99408.36
2245,96000.22
2246,148109.31
2247,108870.055
2248,129340.92
2249,124521.32
2250,134794.27
2251,121648.83
2252,177584.6
2253,160063.14
2254,178428.83
2255,192262.9
2256,182532.53
2257,198690.28
2258,167695.03
2259,178996.86
2260,157181.33
2261,181635.39
2262,203627.28
2263,360286.56
2264,421225.62
2265,172063.47
2266,310428.38
2267,386902.12
2268,401900.2
2269,152386.06
2270,181047.05
2271,227682.34
2272,193974.3
2273,164992.08
2274,179386.98
2275,168122.47
2276,181114.39
2277,189871.14
2278,147420.78
2279,127320.164
2280,118823.125
2281,180890.5
2282,189731.31
2283,101688.94
2284,110126.875
2285,144606.0
2286,123292.51
2287,360866.9
2288,281097.94
2289,404482.03
2290,455829.53
2291,322075.44
2292,441017.9
2293,426370.53
2294,429717.03
2295,469624.6
2296,254564.56
2297,318615.6
2298,317272.28
2299,403147.03
2300,328683.75
2301,285542.84
2302,241180.9
2303,245153.38
2304,233024.44
2305,182901.45
2306,183118.17
2307,187357.02
2308,211527.83
2309,283196.53
2310,219596.36
2311,189961.05
2312,176661.08
2313,174572.9
2314,173788.7
2315,169993.78
2316,188947.67
2317,183875.55
2318,182621.81
2319,179620.28
2320,185437.47
2321,246352.06
2322,169880.44
2323,185097.02
2324,165033.72
2325,212050.6
2326,165880.47
2327,217131.3
2328,231476.28
2329,185310.64
2330,175267.28
2331,357447.4
2332,413470.66
2333,318261.4
2334,260828.12
2335,265526.84
2336,326622.8
2337,219538.89
2338,285780.5
2339,219078.53
2340,406819.56
2341,221310.36
2342,234588.78
2343,225578.98
2344,237380.33
2345,233389.2
2346,218173.81
2347,207379.22
2348,240158.45
2349,174735.08
2350,294831.5
2351,263051.16
2352,251177.28
2353,254159.42
2354,132411.61
2355,146112.84
2356,154632.9
2357,202046.95
2358,196457.33
2359,131962.48
2360,114409.71
2361,140079.83
2362,266998.28
2363,138687.61
2364,157444.53
2365,232349.44
2366,187501.19
2367,217931.22
2368,217548.98
2369,216624.4
2370,173312.89
2371,174464.5
2372,187254.78
2373,277626.8
2374,289175.28
2375,251421.3
2376,290956.47
2377,416510.12
2378,143881.9
2379,203244.81
2380,146363.86
2381,162426.45
2382,194012.5
2383,204431.23
2384,259928.14
2385,163295.4
2386,137398.34
2387,137322.19
2388,106272.39
2389,124420.19
2390,144651.83
2391,140052.05
2392,115421.35
2393,160463.23
2394,143421.77
2395,203184.95
2396,150751.64
2397,201063.17
2398,134758.62
2399,51285.203
2400,58741.246
2401,111219.61
2402,139976.55
2403,130788.38
2404,144120.28
2405,165846.23
2406,140358.22
2407,126391.78
2408,141771.84
2409,130949.17
2410,161989.28
2411,117462.35
2412,153131.48
2413,133715.86
2414,140013.8
2415,118805.945
2416,123600.24
2417,133428.95
2418,130448.58
2419,127657.625
2420,127032.45
2421,143402.84
2422,114360.89
2423,128172.73
2424,153428.1
2425,232760.72
2426,130996.46
2427,142300.61
2428,170591.06
2429,119043.84
2430,134515.03
2431,115049.38
2432,141963.8
2433,152345.58
2434,141534.95
2435,151495.95
2436,107719.08
2437,106477.43
2438,120447.016
2439,107267.15
2440,118570.23
2441,102947.555
2442,98867.39
2443,120041.3
2444,130874.76
2445,81154.4
2446,133367.53
2447,186580.58
2448,135268.27
2449,111489.84
2450,146657.19
2451,128200.13
2452,205776.98
2453,88316.61
2454,131062.37
2455,111049.8
2456,135650.77
2457,121795.6
2458,118849.99
2459,112531.336
2460,138559.56
2461,118213.21
2462,134538.53
2463,119682.234
2464,175123.7
2465,135874.14
2466,108936.14
2467,144440.38
2468,77328.35
2469,79258.586
2470,186549.27
2471,199375.86
2472,165245.58
2473,123108.31
2474,99480.8
2475,219356.92
2476,115489.41
2477,133061.61
2478,160787.17
2479,111259.375
2480,146166.31
2481,125356.12
2482,128787.06
2483,114792.93
2484,126081.664
2485,125623.43
2486,154830.81
2487,177205.31
2488,154497.42
2489,147174.75
2490,155525.17
2491,89476.58
2492,187511.61
2493,146563.05
2494,156137.22
2495,92065.48
2496,255676.2
2497,145821.69
2498,111599.336
2499,94308.34
2500,134343.77
2501,133304.58
2502,144149.97
2503,95088.97
2504,184137.31
2505,228591.92
2506,262024.52
2507,296347.25
2508,262205.7
2509,214046.62
2510,223516.31
2511,180336.55
2512,217136.0
2513,209425.48
2514,260167.4
2515,155061.7
2516,172870.23
2517,141333.72
2518,148074.14
2519,229233.14
2520,205725.22
2521,189266.98
2522,228606.9
2523,125906.07
2524,134497.64
2525,149826.28
2526,136713.98
2527,112964.72
2528,127766.555
2529,127768.23
2530,125071.93
2531,253179.39
2532,226239.44
2533,198382.08
2534,231193.73
2535,298730.66
2536,235927.25
2537,234523.92
2538,180811.0
2539,181641.64
2540,180371.06
2541,177439.89
2542,168239.77
2543,133364.89
2544,126551.69
2545,134888.47
2546,132849.25
2547,132601.06
2548,152928.05
2549,167001.16
2550,232963.31
2551,142941.27
2552,123530.49
2553,81872.375
2554,106194.0
2555,119739.63
2556,100524.7
2557,112459.11
2558,143795.92
2559,136905.34
2560,138574.27
2561,138822.72
2562,136657.48
2563,152614.23
2564,186125.6
2565,143978.02
2566,161874.53
2567,132578.94
2568,190113.75
2569,200388.77
2570,119331.055
2571,183683.88
2572,158561.42
2573,223077.61
2574,264212.16
2575,128261.48
2576,127490.92
2577,159279.73
2578,86077.766
2579,74442.51
2580,121623.77
2581,100049.89
2582,114694.96
2583,281763.94
2584,160991.52
2585,185118.22
2586,210222.02
2587,202079.7
2588,151635.23
2589,148079.12
2590,218085.12
2591,235971.44
2592,222865.97
2593,257930.39
2594,175892.95
2595,200092.94
2596,317578.72
2597,192724.55
2598,279330.78
2599,290753.6
2600,189323.4
2601,145126.97
2602,78183.414
2603,95842.39
2604,86574.75
2605,79581.44
2606,148440.61
2607,191241.22
2608,201536.94
2609,166591.38
2610,115052.555
2611,136212.27
2612,152933.94
2613,131617.4
2614,134513.19
2615,152894.53
2616,150468.25
2617,177759.28
2618,184622.72
2619,181643.9
2620,188367.0
2621,179503.6
2622,182686.34
2623,248726.92
2624,293100.97
2625,300432.1
2626,171824.77
2627,170333.28
2628,460921.6
2629,537251.8
2630,363994.75
2631,477889.06
2632,451472.44
2633,328818.47
2634,406727.0
2635,157004.27
2636,182719.08
2637,176954.0
2638,248451.86
2639,182742.23
2640,156540.81
2641,107675.39
2642,196960.38
2643,101982.02
2644,128057.78
2645,105311.49
2646,92411.375
2647,106019.31
2648,142128.94
2649,145216.2
2650,144692.6
2651,143639.06
2652,437075.78
2653,246911.62
2654,248609.17
2655,381291.4
2656,306417.97
2657,330029.25
2658,283454.75
2659,297793.6
2660,364099.9
2661,336434.78
2662,344360.88
2663,281752.56
2664,279671.72
2665,326996.66
2666,289624.7
2667,164676.61
2668,175471.56
2669,177017.12
2670,274918.34
2671,181196.45
2672,191226.88
2673,216053.12
2674,214050.42
2675,165041.73
2676,187079.53
2677,197703.55
2678,251799.9
2679,274230.56
2680,281162.0
2681,402924.62
2682,340984.28
2683,502540.47
2684,318454.34
2685,341398.2
2686,262644.75
2687,331162.72
2688,213965.38
2689,203351.19
2690,452562.9
2691,194635.92
2692,131270.25
2693,191269.08
2694,124894.62
2695,191068.81
2696,182294.95
2697,193689.84
2698,194677.5
2699,173985.77
2700,159500.72
2701,154777.66
2702,109388.59
2703,122354.555
2704,138652.47
2705,122095.516
2706,118281.61
2707,124809.23
2708,136358.14
2709,113914.88
2710,128062.125
2711,276749.9
2712,377715.38
2713,166262.25
2714,147600.4
2715,170710.16
2716,150839.1
2717,165135.98
2718,234160.77
2719,154618.0
2720,165490.06
2721,139560.45
2722,159531.9
2723,147439.14
2724,132610.97
2725,135817.72
2726,148381.86
2727,174626.34
2728,169975.08
2729,149810.14
2730,144589.86
2731,125631.3
2732,124210.46
2733,152037.69
2734,141187.19
2735,136197.12
2736,144530.75
2737,125108.28
2738,127189.4
2739,161369.84
2740,142832.89
2741,148508.33
2742,155236.34
2743,148212.22
2744,157193.19
2745,136273.72
2746,139589.05
2747,155812.0
2748,128534.6
2749,132170.12
2750,135132.03
2751,140398.14
2752,207669.67
2753,153942.02
2754,248300.77
2755,132231.03
2756,98528.1
2757,76947.05
2758,93437.18
2759,156392.7
2760,130479.375
2761,149723.95
2762,145641.11
2763,187506.55
2764,163997.75
2765,270020.4
2766,139024.45
2767,93489.56
2768,129265.32
2769,131997.19
2770,146062.81
2771,115931.125
2772,116638.72
2773,160154.73
2774,137776.12
2775,124301.56
2776,137380.12
2777,146540.33
2778,116603.46
2779,134861.58
2780,99064.39
2781,93351.44
2782,100304.53
2783,110043.45
2784,118170.3
2785,141843.14
2786,73235.66
2787,116688.89
2788,71856.26
2789,164137.73
2790,96731.94
2791,115834.5
2792,59546.082
2793,180531.88
2794,104498.66
2795,113699.125
2796,98252.33
2797,191723.72
2798,120005.93
2799,128071.445
2800,63086.535
2801,112062.6
2802,134103.34
2803,163027.7
2804,140490.03
2805,96925.79
2806,81135.766
2807,161883.94
2808,156640.73
2809,140575.86
2810,138286.61
2811,160948.23
2812,148734.81
2813,170842.7
2814,160792.88
2815,103918.6
2816,242861.89
2817,152861.42
2818,129695.95
2819,172573.47
2820,145655.48
2821,109170.41
2822,199031.45
2823,318298.38
2824,185260.6
2825,155476.38
2826,135596.14
2827,134574.11
2828,224613.12
2829,196959.98
2830,220681.08
2831,183805.64
2832,240198.5
2833,294845.72
2834,211094.61
2835,225853.81
2836,191723.73
2837,151958.67
2838,146920.2
2839,175578.5
2840,197339.45
2841,203539.84
2842,228434.62
2843,154576.95
2844,161927.48
2845,120682.08
2846,212856.73
2847,199281.95
2848,212322.25
2849,210435.48
2850,278632.47
2851,237243.25
2852,227101.69
2853,246508.23
2854,140580.16
2855,200898.23
2856,205967.62
2857,186195.06
2858,197777.67
2859,126655.57
2860,126305.945
2861,129254.04
2862,191667.31
2863,122596.68
2864,253654.94
2865,139684.08
2866,132099.33
2867,95572.89
2868,103830.414
2869,117569.055
2870,137124.8
2871,92884.555
2872,55361.676
2873,102581.41
2874,140293.17
2875,120531.625
2876,163231.03
2877,145072.11
2878,173718.12
2879,144917.1
2880,94986.88
2881,148634.39
2882,174649.06
2883,185547.55
2884,192253.83
2885,197242.98
2886,216725.88
2887,94465.65
2888,129700.945
2889,49294.38
2890,82338.16
2891,135066.47
2892,54323.777
2893,89740.69
2894,54766.62
2895,319478.94
2896,286794.78
2897,203751.92
2898,148369.8
2899,209527.81
2900,160103.56
2901,200582.25
2902,195591.0
2903,349842.03
2904,344250.47
2905,110505.09
2906,203866.56
2907,113705.31
2908,133631.9
2909,143512.77
2910,79149.12
2911,77305.414
2912,147421.5
2913,85345.34
2914,72243.62
2915,78658.25
2916,79548.125
2917,171346.84
2918,113974.734
2919,228462.03
